;;;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;FUENTE;FUENTE;POBLACION;POBLACION;
RPYMS552X;Profilaxis Placa Bacteriana Vejez;Es la proporción de personas en vejez a las que se les ha realizado  profilaxis y remoción de placa bacteriana;RPYMS;Vejez;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa Bacteriana
Edad Corte:  60 años y más
Edad al procedimiento: 60 años y más
";"Total población activa afiliada de 60 años y más
";
RPYMS621X;Cobertura de Vacunación de Fiebre amarilla;Proporción de  usuarios de 1 a 59 años con resgitro de aplicación de Fiebre amarilla;RPYMS;Varios;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
2- Modulo de gestión de vacunación general
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas): 993504";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Registró de Vacunación contra Fiebre amarilla
Edad a la fecha aplciacion >=12 meses";"Población actual al mes a evaluar activos y nuevos
1 a 59 años";
RPYMS553X;Tamizaje Agudeza Visual Primera Infancia;Es la proporción de personas en primera infancia a quienes se les realizó tamizaje de agudeza visual;RPYMS;Primera Infancia;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
3 años y 6 a 5 años";
RPYMS554X;Tamizaje Agudeza Visual Infancia;Es la proporción de personas en infancia a las que se les realizó tamizaje de agudeza visual;RPYMS;Infancia;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
6 años y 12 años entre  6 y 11 años";
RPYMS555X;Tamizaje Agudeza Visual Adolescencia;Es la proporción de personas en adolescencia a las que se les realizó tamizaje de agudeza visual;RPYMS;Adolescencia;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
12 años y 18 a 17 años";
RPYMS556X;Tamizaje Agudeza Visual juventud;Es la proporción de personas en la juventud a las que se les realizó tamizaje de agudeza visual;RPYMS;Juventud;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
Entre 18 años y 28 29 años";
RPYMS557X;Tamizaje Agudeza Visual Adultez;Es la proporción de personas en la adultez a las que se les realizó tamizaje de agudeza visual;RPYMS;Adultez;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
29 años y 60 59 años";
RPYMS558X;Tamizaje Agudeza Visual Vejez;Es la proporción de personas en la vejez las que se les realizó tamizaje de agudeza visual;RPYMS;Vejez;Procedimiento;Tamizaje Agudeza Visual;IPS;Ambos;"1- RIPS: 
* CUPS con Finalidad 12 Detección temprana de enfermedad general (anterior Finalidad 8) o CIE-10 Z010
950601 MEDICION DE AGUDEZA VISUAL

2- RES 202 Variable 62 fecha válida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población objetivo con registro de consultas según esquema;"Población actual al mes a evaluar activos y nuevos
60 años y más";
RPYMS535X;Cobertura cumplimiento de valoración integral en la primera infancia;Proporción de niñas y niños  en primera infancia con atención por enfermería, medicina general o especializada en pediatría o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último año de vida.;RPYMS;Primera Infancia;Consultas;Valoración integral;IPS;Ambos;"Primera Infancia
- Medicina General, Medicina Familiar o Pediatría:
*RIPS: CUPS más la finalidad 4 o (Res 2275 - CUPS con finalidad 11) o CUPS más CIE-10: Z001
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
- Enfermería:
*RIPS: CUPS 
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";Base de datos de afiliados;Misma del denominador;"Población afiliada  mes a evaluar activos y nuevos 
Total de población afiliada";
RPYMS520X;Cumplimiento de valoración integral en la infancia;Niñas y niños  en infancia con atención por enfermería, medicina general o especializada en pediatría o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último año de vida.;RPYMS;Infancia;Consultas;Valoración integral;IPS;Ambos;"Infancia
- Medicina General, Medicina Familiar, Pediatría, enfermeria:
*RIPS: CUPS más la finalidad 4 o (Res 2275 - CUPS con finalidad 11) o CUPS más CIE-10: Z001 o Z002
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
- Enfermería:
*RIPS: CUPS 
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";Base de datos de afiliados;Población de 6, 8 y 10 con atencion por medicina gral y especializada, y población de 7, 9 y 11 con atención por enfermeria. ;"Población afiliada  mes a evaluar activos y nuevos 
Total de población afiliada";
RPYMS461X;Cumplimiento de valoración integral en la Adolescencia;Adolescentes con atención por enfermería, medicina general o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último año de vida.;RPYMS;Adolescencia;Consultas;Valoración integral;IPS;Ambos;"Adolescencia:
- Medicina General o Medicina Familiar:
*RIPS: CUPS más finalidad 5 o (Res 2275 - CUPS con finalidad 11)  o CUPS más CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
- Enfermería:
*RIPS: CUPS más finalidad 4 o 5 o (Res 2275 - CUPS con finalidad 11)  o CUPS más CIE-10: Z003
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";Base de datos de afiliados;"13 a 17 años
Registro de consultas según esquema";"Población afiliada  mes a evaluar activos y nuevos 
De 13 a 17 años";
RPYMS521X;Cumplimiento de valoración integral en la juventud;Es la proporción de jóvenes con atención por medicina general o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último rango de edad;RPYMS;Juventud;Consultas;Valoración integral;IPS;Ambos;"Juventud:
- Medicina General o Medicina Familiar:
*CUPS más finalidad 5  o (Res 2275 - CUPS con finalidad 11) o CUPS más CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
*RES 202: Variable 52 - Fecha Valida

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"18  a 28 años
Registro de consultas según esquema";"Población afiliada  mes a evaluar activos y nuevos 
de 18 a 28 años";
RPYMS465X;Cumplimiento de valoración integral en la Adultez;Es la proporción de adultos con atención por medicina general o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último rango de edad;RPYMS;Adultez;Consultas;Valoración integral;IPS;Ambos;"Adultez
- Medicina General o Medicina Familiar:
*RIPS:  CUPS más finalidad 7 o (Res 2275 - CUPS con finalidad 11):
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
*RES 202: Variable 52 - Fecha Valida

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Afiliados con atenciones por profesional de medicina general o medicina familiar de acuerdo al esquema definido en la RPYMS";"Población afiliada  mes a evaluar activos y nuevos 
Total de población afiliada";
RPYMS466X;Cumplimiento de valoración integral en la vejez;Es la proporción de personas adultas mayores con atención por medicina general o medicina familiar de acuerdo con el esquema definido en la ruta de promoción y mantenimiento de la salud para el último rango de edad;RPYMS;Vejez;Consultas;Valoración integral;IPS;Ambos;" Vejez
- Medicina General o Medicina Familiar:
*RIPS:  CUPS más finalidad 7 o (Res 2275 - CUPS con finalidad 11):
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
*RES 202: Variable 52 - Fecha Valida

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Afiliados con atenciones por profesional de medicina general o medicina familiar de acuerdo al esquema definido en la RPYMS";"Población afiliada  mes a evaluar activos y nuevos 
Total de población afiliada";
RPYMS495X;Proporcion de personas con SOMFI positivo y colonoscopia negativa que fueron remitidos a Endoscopia de vias digestivas;Numero de personas con tamizaje con SOMFI alterado a quienes les realizaron colonoscopia con reporte normal que cuentan con la realizacion de endoscopia de vias digestivas en el año;RPYMS;Varios;Procedimiento;ENDOSCOPIA DE VIAS DIGESTIVAS;IPS;Ambos;"1- RIPS
441302: ESOFAGOGASTRODUODENOSCOPIA [EGD] CON O SIN BIOPSIA";"1- Res 202:
Variable 67 ""SOMF"" - Fecha valida
Variable 24 ""SOMF"" - Resultado: 4
Variable 66 ""colonoscopia"" - fecha valida
Variable 36 ""colonoscopia"" - Resultado: 5";Afiliados con tamiza descrito y fecha valida de endoscopia posterior a tamziajes;Afiliados con tamiza descrito ;
RPYMS496X;Porcentaje de mujeres con resultado alterado remitidas al centro de escucha;Usuarias con resultado de mamografia o ecacografia birads 4 y 5, ó biopsia positiva que fueron vistas por psicologia;RPYMS;Varios;Seguimiento;PSICOLOGIA;IPS;Femenino;"890208: CONSULTA DE PRIMERA VEZ POR PSICOLOGÍA
890308: CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGÍA
890408: INTERCONSULTA POR PSICOLOGÍA
E890208: CONSULTA DE PRIMERA VEZ POR PSICOLOGIA POR TELESALUD O TELEMEDICINA
E890310: CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGIA POR TELESALUD O TELEMEDICINA";"Resolución 202:
- Variable 96 fecha valida de mamografia ultimos 12 meses incluyendo el mes evaluado
- Variable 97 resultado: opcion 5 y 6
- Variable 99 fecha valida toma de biopsia últios 12 meses incluyendo el mes evaluado
- Variable 101 resultados opcion 3 y 4";La poblacion del denominador y que tengan fecha valida de consulta por psicologia;Mujeres de 50 a 69 años activas BDUA, con resultado de mamografia o biopsia alterado de mama 12 meses atrás incluyendo el mes evaluado;
RPYMS529X;Porcentaje de canalizaciòn efectiva de afiliados identificados con TA elevada en el MGE;Afiliados residentes donde hay MGE, que fueron identificados con TA elevada durante la VPS, y que fueron valorados en el servicio de salud, (medicina gral, medicina familiar, medicina interna, o enfermería), en los siguientes 3 meses;Gestión territorial;Varios;Riesgo;Tensiòn arterial elevada;IPS;Ambos;"1- RIPS: 
* CUPS 
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)
890 266(Consulta de primera vez por especialista en medicina interna)
89 0 3 66 (Consulta de control por espeicalista en medicina interna)";"1- Base de población actual: Igual o mayor a 18 años
2- Archivo de visitas, tipo de visita ""Primera vez"" Clasificaciòn efectiva
3- FECHA DE VPS: En los ultimos 12 meses y de estas tomar los 11 primeros meses
4- Formato de adicionales procex: variable TENSIÖN ARTERIAL ELEVADA (>139/89)";Misma poblacion del denominador con valoración o consulta;Población general - activa sin importar regimen, que registran durante VPS tensión elevada;
RPYMS530X;Porcentaje de canalizaciòn efectiva de afiliados identificados con Findrisk alterado en el MGE;Afiliados identificados con Findrisk elevado, que fueron canalizados al servicio de salud, (valoración por medicina, medicina familiar, medicina inerna o enfermería), en los siguientes 3 meses a la VPS donde se identificó Findrisk elevado;Gestión territorial;Varios;Riesgo;Findrisk elevado;IPS;Ambos;"1- RIPS: 
* CUPS 
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)
890 266(Consulta de primera vez por especialista en medicina interna)
89 0 3 66 (Consulta de control por espeicalista en medicina interna)";"1- Base de población actual: Igual o mayor a 18 años
2- Archivo de visitas, tipo de visita ""Primera vez"" Clasificaciòn efectiva
3- FECHA DE VPS: En los ultimos 12 meses y de estas tomar los 11 primeros meses
4- Formato Fuentes de adicionales procex
5- FINDRISK con puntaje igual a 4";Misma poblacion del denominador con valoración o consulta;Población general de 18 años o más actual - activa sin importar regimen, que registran VPS;
